true_label,pred_cluster,embedding_dim0,embedding_dim1
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
22,3,0.17340095,-0.08923703
22,3,0.12720743,-0.07715104
22,3,0.13118616,-0.07979531
